Titr,Lead,Date,Time,Tags
                 عکس دیده نشده از صدام حسین قبل از اعدام             ,                  نامه نیوز تصویری نادر از صدام حسین هنگام قرائت حکم اعدامش توسط قاضی را منتشر کرد. این تصویر لحظاتی قبل از اجرای حکم اعدام او ثبت شده است.                  ,"[27, 6, 2023]","[16, 31]","['عراق', 'صدام', 'صدامحسین']"
                 تولید داروی «ترک اعتیاد» به روش کاشت «ایمپلنت»             ,                  درحالی دو داروی متادون و شربت تریاک نسبت به داروهای دیگر برای درمانگران اعتیاد و بیماران شناخته شده‌تر است اما ستاد مبارزه با مواد مخدر قصد دارد داروی امن‌تر «بوپره نورفین» را جایگزین کند، به طوریکه از سال گذشته تجویز این دارو توسط درمانگران آغاز و برخی شرکت‌های داروسازی اقدام به تولید این دارو به روش کاشت «ایمپلنت» کرده‌اند.                  ,"[26, 6, 2023]","[9, 59]","['ستادمبارزهباموادمخدر', 'دارویترکاعتیاد', 'ترکاعتیاد']"
                 شجاع خلیل‌زاده به تراکتور پیوست؛ ۳پرسپولیسی در تبریز             ,                  تراکتور برای حضور قدرتمند در لیگ قهرمانان آسیا مشغول ساختن تیمی کهکشانی است و امشب شجاع خلیل‌زاده را همراه سه بازیکن سرشناس دیگر جذب کرد                  ,"[24, 6, 2023]","[22, 5]","['شجاعخلیلزاده', 'تراکتور', 'نقلوانتقالات']"
                 طرح سری ماکرون با همراهی چین برای پایان دادن به جنگ اوکراین/ارسال نخستین سامانه های موشکی پاتریوت به اوکراین/ کره جنوبی هم به جنگ اوکراین با روسیه پیوست             ,                  چهارصد و شانزده روز از حمله روسیه به اوکراین با دستور ولادیمیر پوتین، رئیس جمهور این کشور می‌گذرد؛ تهاجمی که رویداد‌های بسیاری به دنبال داشته و منجر به تحریم گسترده روسیه از سوی بلوک غرب شده است و دورنمای مشخصی برای پایان آن نیز وجود ندارد.                  ,"[19, 4, 2023]","[19, 32]","['جنگاوکراین', 'روسیه', 'اروپا', 'آمریکا', 'ناتو', 'چین']"
                 شویگو: آینده ژئوپلیتیکی روسیه در خطر است             ,"                  وزیر دفاع روسیه گفت، از آنجایی که غرب با تمام قوایش در تلاش است تا روسیه را در هم بشکند، ""آینده ژئوپلیتیکی این کشور در خطر است.""                  ","[22, 6, 2023]","[14, 2]","['سرگئیشویگو', 'روسیه', 'درگیرینظامی', 'جنگ']"
                 مسافرکش قلابی زنان را به تله می‌انداخت             ,                  مردی که بعد از بیهوش کردن زنان از آن‌ها سرقت می‌کرد، با تلاش کارآگاهان پلیس دستگیر شد. این متهم ادعا می‌کند شگرد دزدی را از شریکش یاد گرفته است.                  ,"[1, 6, 2023]","[12, 57]","['مسافرکشقلابی', 'سارقزنجیرهای', 'پلیسی']"
                 سرنگونی موشک‌ها و پهپاد‌های روسی توسط پدافند ارتش اوکراین/مدودف: رژیم اوکراین باید نابود شود/حمله اوکراین به منطقه مرزی روسیه             ,                  چهارصد و پنجاه و نه روز از حمله روسیه به اوکراین با دستور ولادیمیر پوتین، رئیس جمهور این کشور می‌گذرد؛ تهاجمی که رویداد‌های بسیاری به دنبال داشته و منجر به تحریم گسترده روسیه از سوی بلوک غرب شده است و دورنمای مشخصی برای پایان آن نیز وجود ندارد.                  ,"[2, 6, 2023]","[20, 54]","['جنگاوکراین', 'روسیه', 'آمریکا', 'اروپا', 'ناتو', 'چین']"
                 واکنش گوترش به تخریب سد کاخوفکا در اوکراین             ,                  آنتونیو گوترش دبیرکل سازمان ملل متحد گفت: تخریب سد کاخوفکا هزینه وحشتناک جنگ بر مردم را به نمایش گذاشت.                  ,"[7, 6, 2023]","[7, 25]","['گوترش', 'دبیرکلسازمانملل', 'اوکراین', 'جنگ', 'تخریبسد']"
                 پیش بینی بورس فردا؛ صعود یا سقوط؟             ,                  امروز مطالبی همچون قیمت لحظه‌ای دلار و یورو در بازار، دلار در ذخایر بانک‌های مرکزی همچنان پادشاهی می‌کند!، اخبار مهم بورس فردا ۱۰ تیرماه | تعطیلی این پتروشیمی همزمان با ابلاغ بخشنامه گاز هفت هزار تومانی، در هفته پیش رو کدام نماد‌ها مجمع برگزار می‌کنند؟، پیش بینی بورس هفته دوم تیرماه، با قرار داد آتی شمش طلا آشنا شوید؛ در سایت نبض بورس قرار گرفته است.                  ,"[30, 6, 2023]","[22, 11]","['نبضبورس', 'پیشبینیبورس', 'سهامدارانبورس']"
                 مجوز آمریکا به عراق برای پرداخت بدهی ایران             ,                  یک مقام آمریکایی خبر داد دولت بایدن معافیت تحریمی جدیدی را برای پرداخت بهای برق عراق به ایران به امضا رسانده است.                  ,"[19, 7, 2023]","[10, 0]","['آمریکا', 'عراق', 'ایران', 'پرداختبدهی']"
                 «نشست حجاب» قالیباف، بدون حضور کارشناس خانم             ,                  بامداد نو تصویری از نشست صاحبنظران و نخبگان مسائل حوزه خانواده، عفاف و حجاب با حضور قالیباف و بدون حضور حتی یک خانم را منتشر کرد.                  ,"[13, 6, 2023]","[9, 19]","['قالیباف', 'رئیسمجلس', 'نشست', 'حجاب']"
                 عرق کردن برای پوست مفید است؟             ,                  درک هدف از تعریق و فواید بالقوه فراوان و همچنین نحوه مراقبت از پوست پس از تعریق می تواند منجر به داشتن پوستی سالم تر و جوان تر شود.                  ,"[18, 6, 2023]","[14, 23]","['تعریق', 'گرما', 'عرقکردن']"
                 مسی با چرخ خرید در یک سوپرمارکت آمریکا             ,                  لیونل مسی که برای امضای قرارداد با اینتر میامی راهی فلوریدا شده است، شب گذشته در Publix، یک فروشگاه زنجیره‌ای مشهور در این ایالت دیده شد. البته این خرید برای مسی خیلی راحت پیش نرفت و او مجبور به عکس گرفتن با هوادارانش شد، هرچند تعداد آدم هایی که از فوتبال سر در می‌آورند در آمریکا خیلی کمتر از اروپا و آسیا است                  ,"[14, 7, 2023]","[15, 11]","['لیونلمسی', 'اینترمیامی', 'لیگآمریکا']"
                 محکومیت نیکبخت توسط خبرنگاران بخاطر کتک‌زدن عکاس             ,,"[26, 6, 2023]","[15, 1]","['علیرضانیکبخت', 'عکاسورزشی', 'تیمشادکاممشهد', 'کتکزدنخبرنگار', 'انجمنورزشینویسان']"
